PDB_1	PDB_2	Len_PDB_1	Len_PDB_2	Coverage	RMSD	I(A)	NULL(S)	NULL(T)	I(TgSA)	NULL(T)-I(TgSA)	NULL(S & T)	I(A & <S,T>)	Compression
ORF2-crystal-wrist	ORF2-class07-thumb	182	84	30	4.828	60.456	6359.311	2903.124	2820.759	82.365	9262.435	9233.426	29.009
ORF2-crystal-wrist	ORF2-class12-thumb	182	84	21	4.680	56.661	6359.311	2880.890	2819.058	61.832	9240.201	9227.930	12.271
ORF2-crystal-wrist	pdb7v9u_A_bioassembly	309	182	20	1.387	65.381	10816.655	6359.311	6290.596	68.716	17175.966	17164.504	11.462
ORF2-crystal-wrist	ORF2-class01-N	239	182	21	2.025	61.691	8423.760	6359.311	6290.406	68.905	14783.071	14768.224	14.847
ORF2-crystal-wrist	ORF2-class20-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	pdb4hkq_A_bioassembly	441	182	32	2.155	85.120	15688.746	6359.311	6267.163	92.148	22048.058	22032.227	15.830
ORF2-crystal-wrist	ORF2-class06-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class04-tower	201	182	37	3.414	100.351	7012.994	6359.311	6260.909	98.402	13372.305	13366.958	5.346
ORF2-crystal-wrist	ORF2-class07-wrist	201	182	180	1.847	73.402	7055.154	6359.311	5749.494	609.817	13414.465	12870.755	543.710
ORF2-crystal-wrist	ORF2-class06-RT	420	182	0	0.000	35.903	14612.702	6359.311	6359.311	0.000	20972.013	21014.926	-42.913
ORF2-crystal-wrist	pdb7yer_A,B,C,D_bioassembly	1743	182	63	4.934	108.020	60915.743	6359.311	6252.041	107.271	67275.054	67264.490	10.564
ORF2-crystal-wrist	ORF2-class16-thumb	182	84	36	5.910	72.049	6359.311	2912.083	2823.233	88.850	9271.395	9247.493	23.901
ORF2-crystal-wrist	pdb2e9r_X_bioassembly	476	182	14	1.764	64.761	16908.909	6359.311	6298.948	60.363	23268.220	23263.672	4.548
ORF2-crystal-wrist	ORF2-class16-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class09-full	1275	182	182	2.267	86.173	44630.875	6359.311	5785.443	573.868	50990.186	50491.737	498.449
ORF2-crystal-wrist	pdb1bgw_A_bioassembly	679	182	43	5.222	99.054	24026.488	6359.311	6255.053	104.259	30385.799	30370.988	14.811
ORF2-crystal-wrist	ORF2-C	214	182	21	1.589	59.247	7394.489	6359.311	6280.711	78.600	13753.800	13727.030	26.771
ORF2-crystal-wrist	ORF2-class14-N	239	182	21	2.025	61.691	8433.539	6359.311	6290.408	68.903	14792.850	14778.004	14.845
ORF2-crystal-wrist	ORF2-class04-C	214	182	19	1.121	63.684	7411.825	6359.311	6283.691	75.620	13771.136	13751.782	19.354
ORF2-crystal-wrist	ORF2-class20-N	239	182	21	2.025	61.691	8436.414	6359.311	6290.386	68.925	14795.725	14780.858	14.867
ORF2-crystal-wrist	ORF2-class05-C	214	182	19	1.121	63.684	7404.174	6359.311	6283.689	75.622	13763.485	13744.129	19.357
ORF2-crystal-wrist	ORF2-class03-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class03-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class13-C	214	182	19	1.121	63.684	7409.747	6359.311	6283.701	75.611	13769.058	13749.713	19.345
ORF2-crystal-wrist	ORF2-class17-thumb	182	84	36	5.910	72.049	6359.311	2913.424	2824.574	88.850	9272.735	9248.834	23.901
ORF2-crystal-wrist	ORF2-class10-wrist	201	182	180	2.184	73.402	7075.239	6359.311	5771.133	588.179	13434.550	12912.478	522.072
ORF2-crystal-wrist	ORF2-class18-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	pdb7sr6_A_bioassembly	566	182	39	2.648	106.992	19896.180	6359.311	6247.855	111.456	26255.491	26241.759	13.733
ORF2-crystal-wrist	ORF2-class15-C	214	182	65	4.590	126.517	7417.664	6359.311	6209.278	150.033	13776.975	13746.041	30.934
ORF2-crystal-wrist	ORF2-class13-tower	201	182	20	2.991	62.147	7005.336	6359.311	6302.198	57.114	13364.647	13362.385	2.261
ORF2-crystal-wrist	ORF2-class12-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class08-N	239	182	21	2.025	61.691	8432.275	6359.311	6290.392	68.919	14791.587	14776.725	14.861
ORF2-crystal-wrist	ORF2-class13-N	239	182	21	2.025	61.691	8432.558	6359.311	6290.402	68.909	14791.869	14777.018	14.851
ORF2-crystal-wrist	pdb6tz2_A,B_bioassembly	1709	182	0	0.000	38.471	60148.299	6359.311	6359.311	0.000	66507.610	66553.090	-45.480
ORF2-crystal-wrist	ORF2-class19-tower	201	182	35	3.294	83.714	7038.035	6359.311	6256.811	102.500	13397.346	13371.265	26.081
ORF2-crystal-wrist	ORF2-class05-N	239	182	21	2.025	61.691	8433.349	6359.311	6290.407	68.904	14792.661	14777.815	14.846
ORF2-crystal-wrist	ORF2-class10-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	pdb7kqn_A_bioassembly	596	182	58	3.430	129.564	20782.457	6359.311	6233.177	126.134	27141.769	27135.834	5.935
ORF2-crystal-wrist	pdb7mez_A,B_bioassembly	1536	182	0	0.000	38.280	53841.285	6359.311	6359.311	0.000	60200.596	60245.886	-45.290
ORF2-crystal-wrist	ORF2-class12-RT	420	182	0	0.000	35.903	14596.728	6359.311	6359.311	0.000	20956.039	20998.951	-42.913
ORF2-crystal-wrist	ORF2-class19-full	1275	182	180	1.872	95.361	44595.580	6359.311	5745.045	614.266	50954.891	50425.233	529.659
ORF2-crystal-wrist	ORF2-class01-RT	420	182	0	0.000	35.903	14604.173	6359.311	6359.311	0.000	20963.484	21006.396	-42.913
ORF2-crystal-wrist	ORF2-class11-thumb	182	84	45	6.007	83.944	6359.311	2901.222	2789.859	111.364	9260.533	9226.014	34.519
ORF2-crystal-wrist	ORF2-class20-wrist	201	182	179	1.704	77.700	7068.299	6359.311	5724.562	634.749	13427.610	12863.266	564.344
ORF2-crystal-wrist	ORF2-class11-RT	420	182	0	0.000	35.903	14617.060	6359.311	6359.311	0.000	20976.371	21019.284	-42.913
ORF2-crystal-wrist	ORF2-class13-thumb	182	84	36	5.910	72.049	6359.311	2880.466	2791.616	88.850	9239.778	9215.876	23.901
ORF2-crystal-wrist	ORF2-class07-tower	201	182	0	0.000	34.488	7038.804	6359.311	6359.311	0.000	13398.116	13439.612	-41.497
ORF2-crystal-wrist	ORF2-class15-thumb	182	84	19	1.040	56.138	6359.311	2883.521	2814.712	68.809	9242.832	9223.061	19.771
ORF2-crystal-wrist	ORF2-class11-wrist	201	182	179	1.699	77.700	7070.028	6359.311	5723.956	635.355	13429.339	12864.389	564.949
ORF2-crystal-wrist	ORF2-class17-tower	201	182	0	0.000	34.488	7042.089	6359.311	6359.311	0.000	13401.400	13442.897	-41.497
ORF2-crystal-wrist	ORF2-class08-tower	201	182	34	2.311	100.305	7033.134	6359.311	6249.509	109.802	13392.445	13375.653	16.791
ORF2-crystal-wrist	pdb1h4s_A_bioassembly	473	182	14	1.354	55.314	16623.739	6359.311	6304.327	54.984	22983.050	22974.446	8.604
ORF2-crystal-wrist	ORF2-class12-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class17-wrist	201	182	180	1.816	73.402	7084.026	6359.311	5728.486	630.825	13443.337	12878.619	564.718
ORF2-crystal-wrist	pdb4pqu_B_bioassembly	412	182	0	0.000	35.867	14449.584	6359.311	6359.311	0.000	20808.895	20851.771	-42.876
ORF2-crystal-wrist	ORF2-class06-wrist	201	182	181	2.013	71.999	7080.893	6359.311	5760.004	599.307	13440.205	12905.601	534.603
ORF2-crystal-wrist	pdb4k50_A_bioassembly	460	182	57	3.639	125.721	16165.198	6359.311	6219.824	139.487	22524.509	22501.862	22.648
ORF2-crystal-wrist	ORF2-class11-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class04-wrist	201	182	182	2.156	70.824	7072.663	6359.311	5771.893	587.418	13431.974	12908.086	523.889
ORF2-crystal-wrist	ORF2-class01-full	1275	182	182	2.704	78.146	44648.019	6359.311	5823.563	535.748	51007.330	50538.974	468.356
ORF2-crystal-wrist	pdb7r06_A_bioassembly	597	182	28	2.484	69.933	20796.948	6359.311	6269.343	89.968	27156.260	27126.856	29.404
ORF2-crystal-wrist	ORF2-class02-full	1275	182	182	2.704	78.146	44648.019	6359.311	5823.563	535.748	51007.330	50538.974	468.356
ORF2-crystal-wrist	ORF2-class01-C	214	182	19	1.121	63.684	7429.831	6359.311	6283.702	75.609	13789.143	13769.799	19.343
ORF2-crystal-wrist	ORF2-thumb	182	84	23	2.043	49.501	6359.311	2871.452	2798.767	72.685	9230.764	9200.480	30.284
ORF2-crystal-wrist	ORF2-class13-RT	420	182	0	0.000	35.903	14596.304	6359.311	6359.311	0.000	20955.616	20998.528	-42.913
ORF2-crystal-wrist	ORF2-class17-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class20-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class10-RT	420	182	0	0.000	35.903	14624.608	6359.311	6359.311	0.000	20983.919	21026.832	-42.913
ORF2-crystal-wrist	pdb5tsn_A_bioassembly	500	182	32	4.536	81.507	17480.605	6359.311	6268.390	90.921	23839.916	23821.464	18.452
ORF2-crystal-wrist	ORF2-class11-full	1275	182	179	1.699	99.660	44621.884	6359.311	5723.956	635.355	50981.195	50434.746	546.448
ORF2-crystal-wrist	ORF2-palm	218	182	19	1.243	63.737	7609.145	6359.311	6283.321	75.991	13968.456	13948.749	19.708
ORF2-crystal-wrist	ORF2-class04-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	ORF2-class14-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class04-full	1275	182	182	2.156	93.194	44602.674	6359.311	5771.893	587.418	50961.985	50457.008	504.977
ORF2-crystal-wrist	pdb4pqu_A,B_bioassembly	957	182	0	0.000	37.427	33655.789	6359.311	6359.311	0.000	40015.100	40059.536	-44.436
ORF2-crystal-wrist	ORF2-class14-RT	420	182	0	0.000	35.903	14602.366	6359.311	6359.311	0.000	20961.678	21004.590	-42.913
ORF2-crystal-wrist	ORF2-crystal-full	697	182	182	0.000	40.151	24310.906	6359.311	5504.871	854.440	30670.217	29846.274	823.943
ORF2-crystal-wrist	ORF2-class15-wrist	201	182	180	2.022	73.402	7064.710	6359.311	5761.317	597.994	13424.021	12892.134	531.887
ORF2-crystal-wrist	ORF2-class08-thumb	182	84	27	1.949	72.397	6359.311	2894.454	2795.388	99.066	9253.765	9219.996	33.769
ORF2-crystal-wrist	ORF2-class04-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-class15-N	239	182	21	2.025	61.691	8420.752	6359.311	6290.394	68.917	14780.063	14765.204	14.859
ORF2-crystal-wrist	pdb4wta_A_bioassembly	535	182	67	4.749	136.829	18715.109	6359.311	6224.128	135.183	25074.420	25066.901	7.518
ORF2-crystal-wrist	pdb1mu2_B_bioassembly	402	182	0	0.000	35.821	14131.938	6359.311	6359.311	0.000	20491.249	20534.079	-42.830
ORF2-crystal-wrist	pdb5g2x_C_bioassembly	486	182	0	0.000	36.177	17566.509	6359.311	6359.311	0.000	23925.820	23969.007	-43.187
ORF2-crystal-wrist	ORF2-class17-fingers	182	118	29	1.835	73.908	6359.311	4061.188	3973.949	87.240	10420.499	10400.069	20.431
ORF2-crystal-wrist	pdb7y38_A,B,C_bioassembly	1413	182	0	0.000	38.131	49774.670	6359.311	6359.311	0.000	56133.981	56179.121	-45.140
ORF2-crystal-wrist	ORF2-class06-N	239	182	21	2.025	61.691	8441.087	6359.311	6290.392	68.919	14800.398	14785.537	14.861
ORF2-crystal-wrist	ORF2-class02-thumb	182	84	43	6.022	66.338	6359.311	2888.335	2791.585	96.750	9247.646	9210.134	37.512
ORF2-crystal-wrist	pdb7pks-bundle2_full	317	182	18	1.090	61.920	11168.256	6359.311	6292.947	66.364	17527.567	17514.946	12.621
ORF2-crystal-wrist	ORF2-class17-RT	420	182	0	0.000	35.903	14629.262	6359.311	6359.311	0.000	20988.573	21031.486	-42.913
ORF2-crystal-wrist	ORF2-fingers	182	118	29	2.177	73.928	6359.311	4064.425	3976.363	88.062	10423.736	10402.503	21.233
ORF2-crystal-wrist	pdb6oe7_A_bioassembly	258	182	0	0.000	34.974	9154.894	6359.311	6359.311	0.000	15514.205	15556.188	-41.983
ORF2-crystal-wrist	ORF2-class03-thumb	182	84	36	5.910	72.049	6359.311	2883.231	2794.380	88.850	9242.542	9218.640	23.901
ORF2-crystal-wrist	ORF2-class19-thumb	182	84	45	6.429	64.343	6359.311	2875.052	2789.537	85.515	9234.363	9206.091	28.272
ORF2-crystal-wrist	pdb1mu2_A,B_bioassembly	940	182	14	0.437	56.766	33073.124	6359.311	6296.403	62.908	39432.435	39416.091	16.344
ORF2-crystal-wrist	pdb4cgz_A_bioassembly	629	182	67	5.162	132.068	22153.210	6359.311	6203.342	155.969	28512.521	28479.156	33.365
ORF2-crystal-wrist	ORF2-crystal-RT	407	182	42	2.589	98.401	14151.895	6359.311	6236.050	123.261	20511.206	20477.695	33.512
ORF2-crystal-wrist	ORF2-class16-palm	218	182	19	1.244	63.737	7611.973	6359.311	6283.329	75.983	13971.284	13951.584	19.700
ORF2-crystal-wrist	ORF2-crystal-fingers	182	118	21	1.392	60.887	6359.311	4068.465	3977.847	90.618	10427.776	10390.945	36.830
ORF2-crystal-wrist	pdb2r92_A,B,C,D,E,F,G,H,I,J,K,L_bioassembly	3926	182	0	0.000	39.936	141282.796	6359.311	6359.311	0.000	147642.107	147689.053	-46.946
ORF2-crystal-wrist	ORF2-class06-full	1275	182	181	2.013	94.153	44662.129	6359.311	5760.004	599.307	51021.440	50505.532	515.908
ORF2-crystal-wrist	ORF2-full	1275	182	182	1.277	93.194	44355.184	6359.311	5636.153	723.158	50714.495	50073.777	640.718
ORF2-crystal-wrist	ORF2-class19-RT	420	182	0	0.000	35.903	14590.890	6359.311	6359.311	0.000	20950.201	20993.114	-42.913
ORF2-crystal-wrist	ORF2-class05-RT	420	182	0	0.000	35.903	14606.764	6359.311	6359.311	0.000	20966.076	21008.988	-42.913
ORF2-crystal-wrist	ORF2-wrist	201	182	182	1.277	70.824	7022.779	6359.311	5636.153	723.158	13382.090	12722.461	659.629
ORF2-crystal-wrist	ORF2-class14-full	1275	182	182	1.883	93.194	44578.540	6359.311	5747.178	612.133	50937.851	50408.158	529.693
ORF2-crystal-wrist	pdb7xi9_A_bioassembly	869	182	0	0.000	37.251	30917.502	6359.311	6359.311	0.000	37276.813	37321.074	-44.260
ORF2-crystal-wrist	ORF2-RT	420	182	42	2.604	98.483	14586.915	6359.311	6234.095	125.216	20946.226	20910.782	35.445
ORF2-crystal-wrist	ORF2-class09-thumb	182	84	20	1.582	52.478	6359.311	2884.636	2814.906	69.730	9243.947	9219.596	24.352
ORF2-N	ORF2-class07-C	239	214	0	0.000	35.144	8403.687	7402.507	7402.507	0.000	15806.195	15848.348	-42.153
ORF2-N	ORF2-class18-C	239	214	0	0.000	35.144	8403.687	7414.137	7414.137	0.000	15817.824	15859.977	-42.153
ORF2-N	ORF2-class18-thumb	239	84	41	3.522	88.916	8403.687	2906.426	2794.015	112.411	11310.113	11278.985	31.128
ORF2-N	ORF2-class08-RT	420	239	14	0.460	63.839	14610.292	8403.687	8336.467	67.220	23013.979	23001.887	12.092
ORF2-N	ORF2-class17-N	239	239	234	1.362	46.315	8433.993	8403.687	7579.195	824.492	16837.680	16051.870	785.810
ORF2-N	ORF2-class02-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	ORF2-class07-N	239	239	236	1.284	31.582	8436.945	8403.687	7603.982	799.705	16840.632	16064.876	775.756
ORF2-N	ORF2-class03-wrist	239	201	0	0.000	35.021	8403.687	7072.663	7072.663	0.000	15476.350	15518.381	-42.030
ORF2-N	ORF2-class20-RT	420	239	14	0.460	63.839	14623.604	8403.687	8336.467	67.220	23027.292	23015.200	12.092
ORF2-N	ORF2-class13-full	1275	239	235	1.336	47.696	44581.521	8403.687	7583.339	820.349	52985.208	52201.802	783.406
ORF2-N	ORF2-class09-wrist	239	201	0	0.000	35.021	8403.687	7098.816	7098.816	0.000	15502.504	15544.534	-42.030
ORF2-N	ORF2-class01-thumb	239	84	39	3.449	80.148	8403.687	2888.335	2780.266	108.069	11292.022	11256.468	35.554
ORF2-N	ORF2-class05-tower	239	201	0	0.000	35.021	8403.687	7072.231	7072.231	0.000	15475.918	15517.949	-42.030
ORF2-N	ORF2-class14-thumb	239	84	41	3.522	88.916	8403.687	2886.528	2774.117	112.411	11290.216	11259.087	31.128
ORF2-N	pdb1aoi_A,B,C,D_bioassembly	395	239	0	0.000	36.321	13793.615	8403.687	8403.687	0.000	22197.302	22240.632	-43.330
ORF2-N	pdb6ar1_A_bioassembly	417	239	23	3.304	67.598	14535.519	8403.687	8332.871	70.816	22939.206	22927.291	11.915
ORF2-N	ORF2-class19-wrist	239	201	0	0.000	35.021	8403.687	7055.243	7055.243	0.000	15458.931	15500.961	-42.030
ORF2-N	pdb7ksf_A_bioassembly	742	239	18	1.942	66.601	26151.340	8403.687	8345.644	58.044	34555.027	34553.815	1.212
ORF2-N	ORF2-class01-wrist	239	201	0	0.000	35.021	8403.687	7061.694	7061.694	0.000	15465.381	15507.411	-42.030
ORF2-N	ORF2-class16-wrist	239	201	0	0.000	35.021	8403.687	7074.312	7074.312	0.000	15477.999	15520.029	-42.030
ORF2-N	ORF2-class10-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	ORF2-class16-full	1275	239	237	1.007	43.202	44704.826	8403.687	7663.369	740.319	53108.514	52400.644	707.870
ORF2-N	pdb7pks-bundle1_full	12927	239	0	0.000	42.518	453130.097	8403.687	8403.687	0.000	461533.785	461583.312	-49.527
ORF2-N	ORF2-class05-thumb	239	84	41	3.522	88.916	8403.687	2890.926	2778.515	112.411	11294.614	11263.485	31.128
ORF2-N	ORF2-class18-N	239	239	237	1.569	29.579	8430.142	8403.687	7520.311	883.377	16833.829	15972.398	861.431
ORF2-N	pdb6qct_A,B,C_bioassembly	2186	239	0	0.000	39.442	76820.278	8403.687	8403.687	0.000	85223.965	85270.416	-46.451
ORF2-N	ORF2-class03-C	239	214	0	0.000	35.144	8403.687	7411.825	7411.825	0.000	15815.513	15857.666	-42.153
ORF2-N	ORF2-class19-palm	239	218	58	4.362	128.958	8403.687	7611.973	7487.772	124.201	16015.660	16012.784	2.876
ORF2-N	ORF2-class10-thumb	239	84	23	2.841	57.594	8403.687	2908.770	2822.725	86.045	11312.458	11276.374	36.084
ORF2-N	ORF2-class14-C	239	214	0	0.000	35.144	8403.687	7410.671	7410.671	0.000	15814.358	15856.511	-42.153
ORF2-N	ORF2-class08-wrist	239	201	31	4.166	89.047	8403.687	7088.388	7000.867	87.520	15492.075	15485.969	6.106
ORF2-N	ORF2-class06-C	239	214	0	0.000	35.144	8403.687	7414.184	7414.184	0.000	15817.871	15860.024	-42.153
ORF2-N	ORF2-class03-tower	239	201	0	0.000	35.021	8403.687	7012.994	7012.994	0.000	15416.681	15458.711	-42.030
ORF2-N	ORF2-class09-RT	420	239	14	0.460	63.839	14600.474	8403.687	8336.467	67.220	23004.161	22992.070	12.092
ORF2-N	ORF2-class19-C	239	214	0	0.000	35.144	8403.687	7409.247	7409.247	0.000	15812.934	15855.087	-42.153
ORF2-N	ORF2-class10-full	1275	239	239	1.086	40.966	44620.196	8403.687	7590.724	812.963	53023.883	52241.132	782.751
ORF2-N	ORF2-class10-C	239	214	0	0.000	35.144	8403.687	7410.500	7410.500	0.000	15814.187	15856.340	-42.153
ORF2-N	ORF2-class11-N	239	239	235	1.352	42.551	8417.778	8403.687	7583.273	820.415	16821.466	16035.969	785.497
ORF2-N	ORF2-class02-tower	239	201	0	0.000	35.021	8403.687	7044.950	7044.950	0.000	15448.637	15490.667	-42.030
ORF2-N	pdb4mh8_A_bioassembly	453	239	0	0.000	36.579	15980.341	8403.687	8403.687	0.000	24384.028	24427.616	-43.588
ORF2-N	ORF2-class02-wrist	239	201	0	0.000	35.021	8403.687	7061.694	7061.694	0.000	15465.381	15507.411	-42.030
ORF2-N	ORF2-class10-tower	239	201	0	0.000	35.021	8403.687	7011.342	7011.342	0.000	15415.029	15457.060	-42.030
ORF2-N	pdb4u1c_A,B_bioassembly	271	239	0	0.000	35.602	9435.257	8403.687	8403.687	0.000	17838.944	17881.555	-42.611
ORF2-N	ORF2-class09-N	239	239	235	1.627	34.073	8434.182	8403.687	7580.222	823.465	16837.869	16040.844	797.025
ORF2-N	ORF2-class20-C	239	214	0	0.000	35.144	8403.687	7418.366	7418.366	0.000	15822.053	15864.206	-42.153
ORF2-N	ORF2-class19-N	239	239	236	1.339	40.580	8427.525	8403.687	7608.098	795.590	16831.212	16068.569	762.643
ORF2-N	ORF2-class12-N	239	239	235	1.426	42.551	8433.231	8403.687	7570.860	832.827	16836.918	16039.009	797.910
ORF2-N	ORF2-class09-C	239	214	0	0.000	35.144	8403.687	7417.784	7417.784	0.000	15821.471	15863.624	-42.153
ORF2-N	ORF2-class01-tower	239	201	0	0.000	35.021	8403.687	7044.950	7044.950	0.000	15448.637	15490.667	-42.030
ORF2-N	ORF2-class17-C	239	214	0	0.000	35.144	8403.687	7411.350	7411.350	0.000	15815.037	15857.190	-42.153
ORF2-N	ORF2-class02-RT	420	239	14	0.460	63.839	14604.173	8403.687	8336.467	67.220	23007.860	22995.768	12.092
ORF2-N	ORF2-class05-wrist	239	201	0	0.000	35.021	8403.687	7063.668	7063.668	0.000	15467.355	15509.386	-42.030
ORF2-N	ORF2-class12-C	239	214	0	0.000	35.144	8403.687	7405.187	7405.187	0.000	15808.874	15851.027	-42.153
ORF2-N	ORF2-class11-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	ORF2-class07-thumb	239	84	41	3.522	88.916	8403.687	2903.124	2790.713	112.411	11306.812	11275.683	31.128
ORF2-N	ORF2-class12-thumb	239	84	41	3.522	88.916	8403.687	2880.890	2768.478	112.411	11284.577	11253.449	31.128
ORF2-N	pdb7v9u_A_bioassembly	309	239	0	0.000	35.854	10816.655	8403.687	8403.687	0.000	19220.342	19263.206	-42.863
ORF2-N	ORF2-class01-N	239	239	237	1.348	29.579	8423.760	8403.687	7652.120	751.567	16827.447	16097.826	729.621
ORF2-N	ORF2-class20-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	pdb4hkq_A_bioassembly	441	239	27	2.081	73.440	15688.746	8403.687	8309.607	94.080	24092.434	24062.992	29.442
ORF2-N	ORF2-class06-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	ORF2-class04-tower	239	201	0	0.000	35.021	8403.687	7012.994	7012.994	0.000	15416.681	15458.711	-42.030
ORF2-N	ORF2-class07-wrist	239	201	0	0.000	35.021	8403.687	7055.154	7055.154	0.000	15458.841	15500.872	-42.030
ORF2-N	ORF2-class06-RT	420	239	14	0.460	63.839	14612.702	8403.687	8336.467	67.220	23016.389	23004.298	12.092
ORF2-N	pdb7yer_A,B,C,D_bioassembly	1743	239	0	0.000	39.040	60915.743	8403.687	8403.687	0.000	69319.430	69365.479	-46.049
ORF2-N	ORF2-class16-thumb	239	84	41	3.522	88.916	8403.687	2912.083	2799.672	112.411	11315.771	11284.643	31.128
ORF2-N	pdb2e9r_X_bioassembly	476	239	18	2.180	64.490	16908.909	8403.687	8347.642	56.045	25312.596	25312.095	0.501
ORF2-N	ORF2-class16-fingers	239	118	0	0.000	33.957	8403.687	4061.188	4061.188	0.000	12464.876	12505.842	-40.966
ORF2-N	ORF2-class09-full	1275	239	235	1.627	47.696	44630.875	8403.687	7580.222	823.465	53034.562	52248.040	786.522
ORF2-N	pdb1bgw_A_bioassembly	679	239	40	4.707	68.411	24026.488	8403.687	8342.542	61.146	32430.175	32427.835	2.340
ORF2-N	ORF2-C	239	214	0	0.000	35.144	8403.687	7394.489	7394.489	0.000	15798.176	15840.329	-42.153
ORF2-N	ORF2-class14-N	239	239	237	1.594	29.579	8433.539	8403.687	7570.643	833.044	16837.226	16026.127	811.099
